Job Title,Company,Job Location,Job Location City,Job Location State,Job Posting Seen,Country,Position,Job Level,Job Type,Job Skills
"Fraud Data Scientist, Senior with Security Clearance",ClearanceJobs,"Bethesda, MD",Bethesda,MD,2024-01-16,United States,Police Officer Ii,Mid senior,Onsite,Data Engineering
Senior Marketing Data Analyst,First International Bank & Trust,"Williston, ND",Williston,ND,2024-01-14,United States,Data Entry Clerk,Mid senior,Onsite,Data Analysis
Senior MLOps Engineer,Recruiting from Scratch,"Oakland, CA",Oakland,CA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Data Engineering
"Lead Software Engineer, Full Stack (Enterprise Data)",Jobs for Humanity,"Charlottesville, VA",Charlottesville,VA,2024-01-14,United States,Job Development Specialist,Mid senior,Onsite,Python
"Lead Software Engineer, Full Stack (Enterprise Data)",Jobs for Humanity,"Charlottesville, VA",Charlottesville,VA,2024-01-14,United States,Job Development Specialist,Mid senior,Onsite,AWS
"Lead Software Engineer, Full Stack (Enterprise Data)",Jobs for Humanity,"Charlottesville, VA",Charlottesville,VA,2024-01-14,United States,Job Development Specialist,Mid senior,Onsite,Data Visualization
"Lead Software Engineer, Full Stack (Enterprise Data)",Jobs for Humanity,"Charlottesville, VA",Charlottesville,VA,2024-01-14,United States,Job Development Specialist,Mid senior,Onsite,Machine Learning
"Lead Software Engineer, Full Stack (Enterprise Data)",Jobs for Humanity,"Charlottesville, VA",Charlottesville,VA,2024-01-14,United States,Job Development Specialist,Mid senior,Onsite,SQL
Marketing Data Analyst,Responsive,"Portland, OR",Portland,OR,2024-01-14,United States,Data Entry Clerk,Mid senior,Onsite,Data Analysis
Marketing Data Analyst,Responsive,"Portland, OR",Portland,OR,2024-01-14,United States,Data Entry Clerk,Mid senior,Onsite,Machine Learning
Marketing Data Analyst,Responsive,"Portland, OR",Portland,OR,2024-01-14,United States,Data Entry Clerk,Mid senior,Onsite,SQL
Marketing Data Analyst,Responsive,"Portland, OR",Portland,OR,2024-01-14,United States,Data Entry Clerk,Mid senior,Onsite,Python
Marketing Data Analyst,Responsive,"Portland, OR",Portland,OR,2024-01-14,United States,Data Entry Clerk,Mid senior,Onsite,Data Visualization
Data Scientist,Motion Recruitment,"Washington, DC",Washington,DC,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Python
Data Scientist,Motion Recruitment,"Washington, DC",Washington,DC,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,SQL
Data Scientist,Motion Recruitment,"Washington, DC",Washington,DC,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,AWS
Manager of Software Engineering - Data Tech,ClickJobs.io,"Melissa, TX",Melissa,TX,2024-01-15,United States,Data Communications Technician,Mid senior,Onsite,AWS
Data Labeling Quality Specialist - Commercial,HireArt,"St Louis, MO",St Louis,MO,2024-01-14,United States,Starter,Associate,Onsite,Machine Learning
"Senior Manager, Ontology and Data Modeling",Jobs for Humanity,Buffalo-Niagara Falls Area,Buffalo-Niagara Falls Area,,2024-01-14,United States,Manager Compensation,Mid senior,Onsite,Machine Learning
"Senior Manager, Ontology and Data Modeling",Jobs for Humanity,Buffalo-Niagara Falls Area,Buffalo-Niagara Falls Area,,2024-01-14,United States,Manager Compensation,Mid senior,Onsite,SQL
"Senior Manager, Ontology and Data Modeling",Jobs for Humanity,Buffalo-Niagara Falls Area,Buffalo-Niagara Falls Area,,2024-01-14,United States,Manager Compensation,Mid senior,Onsite,Python
IT Data Manager - HYBRID,Signature Hardware,"Erlanger, KY",Erlanger,KY,2024-01-14,United States,Retirement Officer,Associate,Onsite,Tableau
IT Data Manager - HYBRID,Signature Hardware,"Erlanger, KY",Erlanger,KY,2024-01-14,United States,Retirement Officer,Associate,Onsite,Python
IT Data Manager - HYBRID,Signature Hardware,"Erlanger, KY",Erlanger,KY,2024-01-14,United States,Retirement Officer,Associate,Onsite,SQL
IT Data Manager - HYBRID,Signature Hardware,"Erlanger, KY",Erlanger,KY,2024-01-14,United States,Retirement Officer,Associate,Onsite,Project Management
Data Scientist,TALENT Software Services,"Redmond, WA",Redmond,WA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Data Science
Data Scientist,TALENT Software Services,"Redmond, WA",Redmond,WA,2024-01-16,United States,Mathematician,Mid senior,Onsite,SQL
Data Scientist,TALENT Software Services,"Redmond, WA",Redmond,WA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Machine Learning
Data Scientist,TALENT Software Services,"Redmond, WA",Redmond,WA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Python
Senior Project Manager Data Center,Jobot,"Phoenix, AZ",Phoenix,AZ,2024-01-16,United States,Facilities Planner,Mid senior,Onsite,Project Management
Senior MLOps Engineer,Recruiting from Scratch,"Clearwater, FL",Clearwater,FL,2024-01-14,United States,Value Engineer,Mid senior,Onsite,Data Engineering
Senior MLOps Engineer,Recruiting from Scratch,"Clearwater, FL",Clearwater,FL,2024-01-14,United States,Value Engineer,Mid senior,Onsite,Python
Senior MLOps Engineer,Recruiting from Scratch,"Clearwater, FL",Clearwater,FL,2024-01-14,United States,Value Engineer,Mid senior,Onsite,AWS
Senior MLOps Engineer,Recruiting from Scratch,"Clearwater, FL",Clearwater,FL,2024-01-14,United States,Value Engineer,Mid senior,Onsite,Data Science
Senior MLOps Engineer,Recruiting from Scratch,"Clearwater, FL",Clearwater,FL,2024-01-14,United States,Value Engineer,Mid senior,Onsite,SQL
Senior MLOps Engineer,Recruiting from Scratch,"Clearwater, FL",Clearwater,FL,2024-01-14,United States,Value Engineer,Mid senior,Onsite,Data Analysis
Senior MLOps Engineer,Recruiting from Scratch,"Clearwater, FL",Clearwater,FL,2024-01-14,United States,Value Engineer,Mid senior,Onsite,Data Visualization
Data Solution Architect,Digital Minds Technologies Inc.,"Boston, MA",Boston,MA,2024-01-14,United States,Interior Designer,Mid senior,Onsite,AWS
Data Solution Architect,Digital Minds Technologies Inc.,"Boston, MA",Boston,MA,2024-01-14,United States,Interior Designer,Mid senior,Onsite,SQL
Data Solution Architect,Digital Minds Technologies Inc.,"Boston, MA",Boston,MA,2024-01-14,United States,Interior Designer,Mid senior,Onsite,Python
"Director, Ontology and Data Modeling",Jobs for Humanity,"Philadelphia, PA",Philadelphia,PA,2024-01-15,United States,Director Translation,Mid senior,Onsite,SQL
"Director, Ontology and Data Modeling",Jobs for Humanity,"Philadelphia, PA",Philadelphia,PA,2024-01-15,United States,Director Translation,Mid senior,Onsite,Python
"Director, Ontology and Data Modeling",Jobs for Humanity,"Philadelphia, PA",Philadelphia,PA,2024-01-15,United States,Director Translation,Mid senior,Onsite,Project Management
"Senior Data Engineer, Public Company",Recruiting from Scratch,"Ann Arbor, MI",Ann Arbor,MI,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Data Engineering
"Senior Data Engineer, Public Company",Recruiting from Scratch,"Ann Arbor, MI",Ann Arbor,MI,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Python
"Senior Data Engineer, Public Company",Recruiting from Scratch,"Ann Arbor, MI",Ann Arbor,MI,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,SQL
Oracle Exadata with Data analysis,HRC Global Services,"Jersey City, NJ",Jersey City,NJ,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,SQL
Oracle Exadata with Data analysis,HRC Global Services,"Jersey City, NJ",Jersey City,NJ,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Python
Oracle Exadata with Data analysis,HRC Global Services,"Jersey City, NJ",Jersey City,NJ,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Tableau
Statistician/Data Scientist Pharmaceutical,Alpha Consulting Corp.,"New Brunswick, NJ",New Brunswick,NJ,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Python
Statistician/Data Scientist Pharmaceutical,Alpha Consulting Corp.,"New Brunswick, NJ",New Brunswick,NJ,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,SQL
Statistician/Data Scientist Pharmaceutical,Alpha Consulting Corp.,"New Brunswick, NJ",New Brunswick,NJ,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Tableau
Data Architect,Ledgent Technology,"San Diego, CA",San Diego,CA,2024-01-12,United States,Architect,Mid senior,Onsite,Tableau
Data Quality Business Systems Analyst,Experis,"Minneapolis, MN",Minneapolis,MN,2024-01-13,United States,Quality Assurance Analyst,Mid senior,Onsite,Tableau
Data Quality Business Systems Analyst,Experis,"Minneapolis, MN",Minneapolis,MN,2024-01-13,United States,Quality Assurance Analyst,Mid senior,Onsite,SQL
Sr. Machine Learning Engineer,Veryfi,"San Mateo, CA",San Mateo,CA,2024-01-14,United States,Mechanical Research Engineer,Mid senior,Onsite,Data Science
Sr. Machine Learning Engineer,Veryfi,"San Mateo, CA",San Mateo,CA,2024-01-14,United States,Mechanical Research Engineer,Mid senior,Onsite,Machine Learning
"Senior Manager, Machine Learning Engineering",ClickJobs.io,"Richmond, VA",Richmond,VA,2024-01-17,United States,Supervisor Pipelines,Mid senior,Onsite,Machine Learning
"Senior Manager, Machine Learning Engineering",ClickJobs.io,"Richmond, VA",Richmond,VA,2024-01-17,United States,Supervisor Pipelines,Mid senior,Onsite,Data Engineering
"Senior Manager, Machine Learning Engineering",ClickJobs.io,"Richmond, VA",Richmond,VA,2024-01-17,United States,Supervisor Pipelines,Mid senior,Onsite,Python
"Senior Manager, Machine Learning Engineering",ClickJobs.io,"Richmond, VA",Richmond,VA,2024-01-17,United States,Supervisor Pipelines,Mid senior,Onsite,AWS
Databricks SME,"Precision Solutions, LLC","Richmond, VA",Richmond,VA,2024-01-14,United States,Special Effects Specialist,Mid senior,Onsite,Data Science
Databricks SME,"Precision Solutions, LLC","Richmond, VA",Richmond,VA,2024-01-14,United States,Special Effects Specialist,Mid senior,Onsite,Data Visualization
Databricks SME,"Precision Solutions, LLC","Richmond, VA",Richmond,VA,2024-01-14,United States,Special Effects Specialist,Mid senior,Onsite,Data Engineering
Databricks SME,"Precision Solutions, LLC","Richmond, VA",Richmond,VA,2024-01-14,United States,Special Effects Specialist,Mid senior,Onsite,Python
Databricks SME,"Precision Solutions, LLC","Richmond, VA",Richmond,VA,2024-01-14,United States,Special Effects Specialist,Mid senior,Onsite,SQL
"Senior Software Development Engineer, MADS - Measurement and Data Science",Amazon,"Seattle, WA",Seattle,WA,2024-01-16,United States,Programmer Engineering And Scientific,Mid senior,Onsite,AWS
"Senior Software Development Engineer, MADS - Measurement and Data Science",Amazon,"Seattle, WA",Seattle,WA,2024-01-16,United States,Programmer Engineering And Scientific,Mid senior,Onsite,Python
"Senior Software Development Engineer, MADS - Measurement and Data Science",Amazon,"Seattle, WA",Seattle,WA,2024-01-16,United States,Programmer Engineering And Scientific,Mid senior,Onsite,SQL
"Senior Software Development Engineer, MADS - Measurement and Data Science",Amazon,"Seattle, WA",Seattle,WA,2024-01-16,United States,Programmer Engineering And Scientific,Mid senior,Onsite,Data Science
"Senior Software Development Engineer, MADS - Measurement and Data Science",Amazon,"Seattle, WA",Seattle,WA,2024-01-16,United States,Programmer Engineering And Scientific,Mid senior,Onsite,Machine Learning
"Senior Manager, Technical Program Manager - Machine Learning",Jobs for Humanity,"Keene, NH",Keene,NH,2024-01-14,United States,Program Coordinator,Mid senior,Onsite,Machine Learning
"Senior Manager, Technical Program Manager - Machine Learning",Jobs for Humanity,"Keene, NH",Keene,NH,2024-01-14,United States,Program Coordinator,Mid senior,Onsite,AWS
"Sr. Data Scientist, Charging Data Modeling",Tesla,"Palo Alto, CA",Palo Alto,CA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Python
"Sr. Data Scientist, Charging Data Modeling",Tesla,"Palo Alto, CA",Palo Alto,CA,2024-01-16,United States,Mathematician,Mid senior,Onsite,SQL
Senior MLOps Engineer,Recruiting from Scratch,"Omaha, NE",Omaha,NE,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Data Engineering
"Manager, SAP BI and Data Analytics",Open Systems Inc.,"Golden Hills, MI",Golden Hills,MI,2024-01-16,United States,Manager Reports Analysis,Mid senior,Onsite,SQL
"Manager, SAP BI and Data Analytics",Open Systems Inc.,"Golden Hills, MI",Golden Hills,MI,2024-01-16,United States,Manager Reports Analysis,Mid senior,Onsite,Python
"Manager, SAP BI and Data Analytics",Open Systems Inc.,"Golden Hills, MI",Golden Hills,MI,2024-01-16,United States,Manager Reports Analysis,Mid senior,Onsite,Data Analysis
"Manager, SAP BI and Data Analytics",Open Systems Inc.,"Golden Hills, MI",Golden Hills,MI,2024-01-16,United States,Manager Reports Analysis,Mid senior,Onsite,Project Management
"Manager, SAP BI and Data Analytics",Open Systems Inc.,"Golden Hills, MI",Golden Hills,MI,2024-01-16,United States,Manager Reports Analysis,Mid senior,Onsite,Machine Learning
Cloud Data Platform Administrator,Adtalem Global Education,"Chicago, IL",Chicago,IL,2024-01-14,United States,Data Base Administrator,Associate,Onsite,Python
Cloud Data Platform Administrator,Adtalem Global Education,"Chicago, IL",Chicago,IL,2024-01-14,United States,Data Base Administrator,Associate,Onsite,SQL
Cloud Data Platform Administrator,Adtalem Global Education,"Chicago, IL",Chicago,IL,2024-01-14,United States,Data Base Administrator,Associate,Onsite,Data Engineering
Cloud Data Platform Administrator,Adtalem Global Education,"Chicago, IL",Chicago,IL,2024-01-14,United States,Data Base Administrator,Associate,Onsite,Data Engineering
Strategic Buyer/Data Analyst,BluePrint Automation (BPA),"Chesterfield, VA",Chesterfield,VA,2024-01-14,United States,Consultant Education,Mid senior,Onsite,SQL
Senior Data Scientist - Measurement,LiveRamp,"San Francisco, CA",San Francisco,CA,2024-01-15,United States,Data Communications Technician,Mid senior,Onsite,Data Science
Senior Data Scientist - Measurement,LiveRamp,"San Francisco, CA",San Francisco,CA,2024-01-15,United States,Data Communications Technician,Mid senior,Onsite,SQL
Senior Data Scientist - Measurement,LiveRamp,"San Francisco, CA",San Francisco,CA,2024-01-15,United States,Data Communications Technician,Mid senior,Onsite,Python
Senior Data Scientist - Measurement,LiveRamp,"San Francisco, CA",San Francisco,CA,2024-01-15,United States,Data Communications Technician,Mid senior,Onsite,Tableau
Senior Data Scientist - Measurement,LiveRamp,"San Francisco, CA",San Francisco,CA,2024-01-15,United States,Data Communications Technician,Mid senior,Onsite,Machine Learning
Senior Data Scientist - Measurement,LiveRamp,"San Francisco, CA",San Francisco,CA,2024-01-15,United States,Data Communications Technician,Mid senior,Onsite,Data Analysis
Senior Data Scientist - Measurement,LiveRamp,"San Francisco, CA",San Francisco,CA,2024-01-15,United States,Data Communications Technician,Mid senior,Onsite,Data Visualization
"Senior Software Engineer, Full Stack (Enterprise Data)",Jobs for Humanity,"Paris, TX",Paris,TX,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Python
"Senior Software Engineer, Full Stack (Enterprise Data)",Jobs for Humanity,"Paris, TX",Paris,TX,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,AWS
Senior MLOps Engineer,Recruiting from Scratch,"San Diego, CA",San Diego,CA,2024-01-15,United States,Applications Engineer Manufacturing,Mid senior,Onsite,Data Engineering
Solution Marketing Manager – Data & AI,Unisys,"Blue Bell, PA",Blue Bell,PA,2024-01-14,United States,Manager Stage,Mid senior,Onsite,Project Management
Senior Big Data Engineer -US,Zortech Solutions,"Jersey City, NJ",Jersey City,NJ,2024-01-17,United States,Tool-And-Die Supervisor,Mid senior,Onsite,Python
Senior Big Data Engineer -US,Zortech Solutions,"Jersey City, NJ",Jersey City,NJ,2024-01-17,United States,Tool-And-Die Supervisor,Mid senior,Onsite,SQL
Senior MLOps Engineer,Recruiting from Scratch,"Cypress, CA",Cypress,CA,2024-01-15,United States,Airport Engineer,Mid senior,Onsite,Machine Learning
Senior MLOps Engineer,Recruiting from Scratch,"Cypress, CA",Cypress,CA,2024-01-15,United States,Airport Engineer,Mid senior,Onsite,Data Engineering
"Senior Manager, Machine Learning Engineering",Jobs for Humanity,"Charlottesville, VA",Charlottesville,VA,2024-01-14,United States,Manager Records Analysis,Mid senior,Onsite,Python
"Senior Manager, Machine Learning Engineering",Jobs for Humanity,"Charlottesville, VA",Charlottesville,VA,2024-01-14,United States,Manager Records Analysis,Mid senior,Onsite,AWS
